#,License Plate,Created At,Pickup Date,Return Date,Total Days,Odometer at Pickup,Odometer at Return
50776,A17010,06/03/2022 ,06/04/2022 ,06/05/2022 ,2,8273.0,8496.0
50813,A20519,06/03/2022 ,06/04/2022 ,06/05/2022 ,2,2856.0,2996.0
50814,A18519,06/03/2022 ,06/04/2022 ,06/05/2022 ,2,5960.0,5967.0
44071,A20184,04/17/2022 ,06/05/2022 ,06/05/2022 ,0,4589.0,4599.0
44072,A21293,04/17/2022 ,06/05/2022 ,06/05/2022 ,0,911.0,912.0
47185,A21094,05/08/2022 ,06/05/2022 ,06/05/2022 ,0,2324.0,2345.0
49863,abcc-53,05/27/2022 ,06/05/2022 ,06/05/2022 ,0,3951.0,3958.0
50304,A15915,05/30/2022 ,06/05/2022 ,06/05/2022 ,0,17055.0,17069.0
50305,A19025,05/30/2022 ,06/05/2022 ,06/05/2022 ,0,13830.0,13869.0
50396,abcc-60,05/31/2022 ,06/05/2022 ,06/05/2022 ,0,6120.0,6120.0
50397,abcc-51,05/31/2022 ,06/05/2022 ,06/05/2022 ,0,3866.0,3866.0
50471,A18126,06/01/2022 ,06/05/2022 ,06/05/2022 ,0,5594.0,5618.0
50472,A20663,06/01/2022 ,06/05/2022 ,06/05/2022 ,0,1169.0,1277.0
50767,a11000,06/03/2022 ,06/05/2022 ,06/05/2022 ,0,15450.0,15469.0
50775,A20668,06/03/2022 ,06/05/2022 ,06/05/2022 ,0,4558.0,4559.0
50834,a11002,06/04/2022 ,06/05/2022 ,06/05/2022 ,0,20375.0,20377.0
50835,a21477,06/04/2022 ,06/05/2022 ,06/05/2022 ,0,1055.0,1170.0
50836,A20263,06/04/2022 ,06/05/2022 ,06/05/2022 ,0,3003.0,3119.0
50902,A19409,06/04/2022 ,06/05/2022 ,06/05/2022 ,0,5716.0,5730.0
50903,A20137,06/04/2022 ,06/05/2022 ,06/05/2022 ,0,2084.0,2085.0
50906,A20664,06/04/2022 ,06/05/2022 ,06/05/2022 ,0,4500.0,4505.0
50907,A20669,06/04/2022 ,06/05/2022 ,06/05/2022 ,0,4130.0,4135.0
50909,A20670,06/04/2022 ,06/05/2022 ,06/05/2022 ,0,4376.0,4447.0
50911,A19404,06/04/2022 ,06/05/2022 ,06/05/2022 ,0,8070.0,8099.0
50912,A21372,06/04/2022 ,06/05/2022 ,06/05/2022 ,0,900.0,965.0
50918,A20670,06/04/2022 ,06/05/2022 ,06/05/2022 ,0,4356.0,4376.0
50919,abcc-57,06/04/2022 ,06/05/2022 ,06/05/2022 ,0,1789.0,1800.0
50924,A20693,06/04/2022 ,06/05/2022 ,06/05/2022 ,0,3714.0,3755.0
50929,d73950,06/04/2022 ,06/05/2022 ,06/05/2022 ,0,0.0,
50937,A21091,06/04/2022 ,06/05/2022 ,06/05/2022 ,0,2646.0,2700.0
50940,A19415,06/04/2022 ,06/05/2022 ,06/05/2022 ,6,8274.0,8275.0
50942,A22128,06/04/2022 ,06/05/2022 ,06/05/2022 ,0,1756.0,1849.0
50943,947xra,06/04/2022 ,06/05/2022 ,06/05/2022 ,0,1744.0,1950.0
50946,abc8120,06/05/2022 ,06/05/2022 ,06/05/2022 ,0,14899.0,14916.0
50949,A17579,06/05/2022 ,06/05/2022 ,06/05/2022 ,0,4566.0,4570.0
50950,A07215,06/05/2022 ,06/05/2022 ,06/05/2022 ,0,32141.0,32161.0
50956,A20261,06/05/2022 ,06/05/2022 ,06/05/2022 ,0,5469.0,5499.0
50957,A20131,06/05/2022 ,06/05/2022 ,06/05/2022 ,0,4766.0,4769.0
50959,A19116,06/05/2022 ,06/05/2022 ,06/05/2022 ,0,7857.0,7989.0
50960,A20667,06/05/2022 ,06/05/2022 ,06/05/2022 ,0,4409.0,4640.0
50961,A19027,06/05/2022 ,06/05/2022 ,06/05/2022 ,0,15704.0,15705.0
50963,A17835,06/05/2022 ,06/05/2022 ,06/05/2022 ,0,2957.0,2958.0
50964,A19407,06/05/2022 ,06/05/2022 ,06/05/2022 ,0,7333.0,7349.0
50965,A20665,06/05/2022 ,06/05/2022 ,06/05/2022 ,0,4007.0,4031.0
50966,A20429,06/05/2022 ,06/05/2022 ,06/05/2022 ,0,2993.0,3000.0
50967,A17577,06/05/2022 ,06/05/2022 ,06/05/2022 ,0,4716.0,4736.0
50968,A20430,06/05/2022 ,06/05/2022 ,06/05/2022 ,0,1686.0,1707.0
50969,a09539,06/05/2022 ,06/05/2022 ,06/05/2022 ,0,18447.0,18473.0
50970,A20700,06/05/2022 ,06/05/2022 ,06/05/2022 ,0,3336.0,3576.0
50974,A21293,06/05/2022 ,06/05/2022 ,06/05/2022 ,0,910.0,911.0
50976,873XRA,06/05/2022 ,06/05/2022 ,06/05/2022 ,0,1247.0,1297.0
50978,A17842,06/05/2022 ,06/05/2022 ,06/05/2022 ,0,8811.0,8834.0
50979,264XPZ,06/05/2022 ,06/05/2022 ,06/05/2022 ,0,5965.0,5968.0
50980,a21478,06/05/2022 ,06/05/2022 ,06/05/2022 ,1,728.0,947.0
50981,A20880,06/05/2022 ,06/05/2022 ,06/05/2022 ,1,1651.0,1934.0
50982,abcc-52,06/05/2022 ,06/05/2022 ,06/05/2022 ,0,3874.0,3940.0
50984,A21089,06/05/2022 ,06/05/2022 ,06/05/2022 ,0,1716.0,1725.0
50985,D58366,06/05/2022 ,06/05/2022 ,06/05/2022 ,0,0.0,0.0
50986,D76146,06/05/2022 ,06/05/2022 ,06/05/2022 ,0,0.0,0.0
50988,a21473,06/05/2022 ,06/05/2022 ,06/05/2022 ,0,1299.0,1442.0
50989,A17987,06/05/2022 ,06/05/2022 ,06/05/2022 ,0,1628.0,1652.0
50990,A20132,06/05/2022 ,06/05/2022 ,06/05/2022 ,0,5977.0,6000.0
50991,A20874,06/05/2022 ,06/05/2022 ,06/05/2022 ,0,1100.0,1118.0
50992,a21479,06/05/2022 ,06/05/2022 ,06/05/2022 ,0,202.0,236.0
50997,A18234,06/05/2022 ,06/05/2022 ,06/05/2022 ,0,16079.0,16099.0
50998,A21089,06/05/2022 ,06/05/2022 ,06/05/2022 ,0,1725.0,1725.0
50999,A20184,06/05/2022 ,06/05/2022 ,06/05/2022 ,0,4589.0,4589.0
51000,A20671,06/05/2022 ,06/05/2022 ,06/05/2022 ,0,338002.0,338470.0
51001,A20134,06/05/2022 ,06/05/2022 ,06/05/2022 ,0,2049.0,2078.0
51002,A20302,06/05/2022 ,06/05/2022 ,06/05/2022 ,0,2357.0,2388.0
51003,A20520,06/05/2022 ,06/05/2022 ,06/05/2022 ,0,6367.0,6590.0
51004,A20878,06/05/2022 ,06/05/2022 ,06/05/2022 ,0,1583.0,1612.0
51005,A09296,06/05/2022 ,06/05/2022 ,06/05/2022 ,0,23628.0,23630.0
51006,A20426,06/05/2022 ,06/05/2022 ,06/05/2022 ,0,2632.0,2658.0
51007,A22138,06/05/2022 ,06/05/2022 ,06/05/2022 ,0,1223.0,1264.0
51008,A20666,06/05/2022 ,06/05/2022 ,06/05/2022 ,0,3926.0,4300.0
51009,A17395,06/05/2022 ,06/05/2022 ,06/05/2022 ,0,9220.0,9242.0
51010,A20998,06/05/2022 ,06/05/2022 ,06/05/2022 ,0,1528.0,1561.0
51011,A20186,06/05/2022 ,06/05/2022 ,06/05/2022 ,0,3836.0,3856.0
51012,A18129,06/05/2022 ,06/05/2022 ,06/05/2022 ,0,3422.0,3477.0
51013,b-682022,06/05/2022 ,06/05/2022 ,06/05/2022 ,0,3379.0,3474.0
51014,A18144,06/05/2022 ,06/05/2022 ,06/05/2022 ,0,3731.0,3747.0
51015,A20521,06/05/2022 ,06/05/2022 ,06/05/2022 ,0,3017.0,3056.0
51016,A20662,06/05/2022 ,06/05/2022 ,06/05/2022 ,0,3999.0,4023.0
51017,A21895,06/05/2022 ,06/05/2022 ,06/05/2022 ,0,1.0,225.0
51018,A21094,06/05/2022 ,06/05/2022 ,06/05/2022 ,0,2345.0,2345.0
51019,a11005,06/05/2022 ,06/05/2022 ,06/05/2022 ,0,13578.0,13649.0
51020,A20698,06/05/2022 ,06/05/2022 ,06/05/2022 ,0,2670.0,2703.0
51022,a11003,06/05/2022 ,06/05/2022 ,06/05/2022 ,0,19566.0,19566.0
51023,D 56955,06/05/2022 ,06/05/2022 ,06/05/2022 ,0,0.0,0.0
51024,A22122,06/05/2022 ,06/05/2022 ,06/05/2022 ,0,1005.0,1006.0
51026,d51803,06/05/2022 ,06/05/2022 ,06/05/2022 ,0,0.0,0.0
51027,D84145,06/05/2022 ,06/05/2022 ,06/05/2022 ,0,0.0,0.0
51028,D78006,06/05/2022 ,06/05/2022 ,06/05/2022 ,0,0.0,
51029,D84144,06/05/2022 ,06/05/2022 ,06/05/2022 ,0,0.0,0.0
51030,D 56949,06/05/2022 ,06/05/2022 ,06/05/2022 ,0,0.0,0.0
51032,A17877,06/05/2022 ,06/05/2022 ,06/05/2022 ,0,5029.0,5049.0
51033,A19026,06/05/2022 ,06/05/2022 ,06/05/2022 ,0,14449.0,14563.0
51035,abcc-57,06/05/2022 ,06/05/2022 ,06/05/2022 ,0,1800.0,1815.0
51039,D79458,06/05/2022 ,06/05/2022 ,06/05/2022 ,0,0.0,
51040,A18378,06/05/2022 ,06/05/2022 ,06/05/2022 ,0,4212.0,4213.0
51042,A21290,06/05/2022 ,06/05/2022 ,06/05/2022 ,0,1180.0,1190.0
51043,197xpz,06/05/2022 ,06/05/2022 ,06/05/2022 ,0,7154.0,7183.0
51044,919XPX,06/05/2022 ,06/05/2022 ,06/05/2022 ,0,5816.0,5816.0
51045,199xpz,06/05/2022 ,06/05/2022 ,06/05/2022 ,0,5945.0,5988.0
51047,A20879,06/05/2022 ,06/05/2022 ,06/05/2022 ,0,769.0,770.0
51048,A18128,06/05/2022 ,06/05/2022 ,06/05/2022 ,0,3289.0,3380.0
51049,A18127,06/05/2022 ,06/05/2022 ,06/05/2022 ,0,6956.0,6966.0
51050,A20332,06/05/2022 ,06/05/2022 ,06/05/2022 ,0,8145.0,8145.0
51054,a21482,06/05/2022 ,06/05/2022 ,06/05/2022 ,0,511.0,567.0
51055,A20699,06/05/2022 ,06/05/2022 ,06/05/2022 ,0,2780.0,2835.0
51056,A20668,06/05/2022 ,06/05/2022 ,06/05/2022 ,0,4559.0,4569.0
51057,a09541,06/05/2022 ,06/05/2022 ,06/05/2022 ,0,27056.0,27068.0
51058,A20874,06/05/2022 ,06/05/2022 ,06/05/2022 ,0,1118.0,1148.0
51059,A17575,06/05/2022 ,06/05/2022 ,06/05/2022 ,0,8100.0,8100.0
51064,A20522,06/05/2022 ,06/05/2022 ,06/05/2022 ,0,407.0,407.0
51070,A20187,06/05/2022 ,06/05/2022 ,06/05/2022 ,0,2040.0,2045.0
51072,A17404,06/05/2022 ,06/05/2022 ,06/05/2022 ,0,5576.0,5603.0
51073,A20303,06/05/2022 ,06/05/2022 ,06/05/2022 ,0,4111.0,4111.0
51074,A17176,06/05/2022 ,06/05/2022 ,06/05/2022 ,0,9015.0,9038.0
51075,A17841,06/05/2022 ,06/05/2022 ,06/05/2022 ,0,6918.0,6941.0
50900,a20425,06/04/2022 ,06/04/2022 ,06/06/2022 ,2,3994.0,4000.0
44100,A17986,04/17/2022 ,06/05/2022 ,06/06/2022 ,1,8121.0,8147.0
50958,A20132,06/05/2022 ,06/05/2022 ,06/06/2022 ,1,6000.0,6069.0
51051,A21552,06/05/2022 ,06/05/2022 ,06/06/2022 ,1,685.0,686.0
51060,d73949,06/05/2022 ,06/05/2022 ,06/06/2022 ,1,0.0,0.0
46049,A09296,04/30/2022 ,06/06/2022 ,06/06/2022 ,0,23630.0,23639.0
49722,abcc-51,05/26/2022 ,06/06/2022 ,06/06/2022 ,0,3866.0,3867.0
49724,a11002,05/26/2022 ,06/06/2022 ,06/06/2022 ,0,20377.0,20378.0
49728,A19027,05/26/2022 ,06/06/2022 ,06/06/2022 ,0,15705.0,15706.0
49729,A20671,05/26/2022 ,06/06/2022 ,06/06/2022 ,0,338470.0,338471.0
49744,abc8120,05/26/2022 ,06/06/2022 ,06/06/2022 ,0,14916.0,14917.0
50324,A21094,05/31/2022 ,06/06/2022 ,06/06/2022 ,0,2346.0,2347.0
50426,A18126,06/01/2022 ,06/06/2022 ,06/06/2022 ,0,5618.0,5625.0
50662,A07215,06/02/2022 ,06/06/2022 ,06/06/2022 ,0,32161.0,32162.0
50663,A20667,06/02/2022 ,06/06/2022 ,06/06/2022 ,0,4640.0,4641.0
50781,A22128,06/03/2022 ,06/06/2022 ,06/06/2022 ,0,1849.0,1868.0
50782,a09539,06/03/2022 ,06/06/2022 ,06/06/2022 ,0,18473.0,18496.0
50815,A20693,06/03/2022 ,06/06/2022 ,06/06/2022 ,0,3755.0,3755.0
50816,b-682022,06/03/2022 ,06/06/2022 ,06/06/2022 ,0,3474.0,3511.0
50892,130XPZ,06/04/2022 ,06/06/2022 ,06/06/2022 ,0,14792.0,15034.0
50941,abcc-57,06/04/2022 ,06/06/2022 ,06/06/2022 ,0,1845.0,1846.0
51061,A20670,06/05/2022 ,06/06/2022 ,06/06/2022 ,0,4449.0,4450.0
51066,A22138,06/05/2022 ,06/06/2022 ,06/06/2022 ,0,1264.0,13562.0
51067,a21478,06/05/2022 ,06/06/2022 ,06/06/2022 ,0,947.0,1037.0
51079,abcc-53,06/05/2022 ,06/06/2022 ,06/06/2022 ,0,3958.0,3995.0
51087,A20666,06/06/2022 ,06/06/2022 ,06/06/2022 ,0,4301.0,4302.0
51097,A20185,06/06/2022 ,06/06/2022 ,06/06/2022 ,0,4399.0,4496.0
51098,A20184,06/06/2022 ,06/06/2022 ,06/06/2022 ,0,4599.0,4658.0
51103,A20520,06/06/2022 ,06/06/2022 ,06/06/2022 ,0,6590.0,6591.0
51104,a21473,06/06/2022 ,06/06/2022 ,06/06/2022 ,0,1442.0,1443.0
51105,A20666,06/06/2022 ,06/06/2022 ,06/06/2022 ,0,4300.0,4301.0
51106,A19409,06/06/2022 ,06/06/2022 ,06/06/2022 ,0,5730.0,5733.0
51107,A21091,06/06/2022 ,06/06/2022 ,06/06/2022 ,0,2700.0,2755.0
51108,A21551,06/06/2022 ,06/06/2022 ,06/06/2022 ,0,37.0,56.0
51109,abcc-57,06/06/2022 ,06/06/2022 ,06/06/2022 ,0,1815.0,1845.0
51110,A20670,06/06/2022 ,06/06/2022 ,06/06/2022 ,0,4447.0,4448.0
51113,A20332,06/06/2022 ,06/06/2022 ,06/06/2022 ,0,8145.0,8150.0
51114,A21094,06/06/2022 ,06/06/2022 ,06/06/2022 ,0,2345.0,2346.0
51115,A17841,06/06/2022 ,06/06/2022 ,06/06/2022 ,0,6941.0,6986.0
51116,a11003,06/06/2022 ,06/06/2022 ,06/06/2022 ,0,19566.0,19588.0
51117,A20261,06/06/2022 ,06/06/2022 ,06/06/2022 ,0,5499.0,5500.0
51118,A20131,06/06/2022 ,06/06/2022 ,06/06/2022 ,0,4769.0,4770.0
51119,A20878,06/06/2022 ,06/06/2022 ,06/06/2022 ,0,1612.0,1641.0
51120,A17404,06/06/2022 ,06/06/2022 ,06/06/2022 ,0,5603.0,5633.0
51121,A21089,06/06/2022 ,06/06/2022 ,06/06/2022 ,0,1725.0,1730.0
51122,a21482,06/06/2022 ,06/06/2022 ,06/06/2022 ,0,567.0,602.0
51125,A18378,06/06/2022 ,06/06/2022 ,06/06/2022 ,0,4213.0,4215.0
51126,A17842,06/06/2022 ,06/06/2022 ,06/06/2022 ,0,8834.0,8835.0
51127,A18144,06/06/2022 ,06/06/2022 ,06/06/2022 ,0,3747.0,3782.0
51128,A20998,06/06/2022 ,06/06/2022 ,06/06/2022 ,0,1561.0,1597.0
51130,A20665,06/06/2022 ,06/06/2022 ,06/06/2022 ,0,4031.0,4060.0
51131,abcc-60,06/06/2022 ,06/06/2022 ,06/06/2022 ,0,6120.0,314400.0
51132,A20432,06/06/2022 ,06/06/2022 ,06/06/2022 ,0,3614.0,3700.0
51134,A20664,06/06/2022 ,06/06/2022 ,06/06/2022 ,0,4505.0,4506.0
51137,873XRA,06/06/2022 ,06/06/2022 ,06/06/2022 ,0,1297.0,1394.0
51138,a11000,06/06/2022 ,06/06/2022 ,06/06/2022 ,0,15469.0,15470.0
51139,A15915,06/06/2022 ,06/06/2022 ,06/06/2022 ,0,17069.0,17070.0
51140,A20663,06/06/2022 ,06/06/2022 ,06/06/2022 ,0,1277.0,1278.0
51141,A17010,06/06/2022 ,06/06/2022 ,06/06/2022 ,0,8496.0,8520.0
51142,946xra,06/06/2022 ,06/06/2022 ,06/06/2022 ,0,1122.0,1175.0
51143,D 69794,06/06/2022 ,06/06/2022 ,06/06/2022 ,0,0.0,0.0
51144,d73950,06/06/2022 ,06/06/2022 ,06/06/2022 ,0,0.0,0.0
51147,d73952,06/06/2022 ,06/06/2022 ,06/06/2022 ,0,0.0,0.0
51148,A21290,06/06/2022 ,06/06/2022 ,06/06/2022 ,0,1190.0,1195.0
51149,A17987,06/06/2022 ,06/06/2022 ,06/06/2022 ,0,1652.0,1671.0
51150,A20668,06/06/2022 ,06/06/2022 ,06/06/2022 ,0,4569.0,4570.0
51152,A17575,06/06/2022 ,06/06/2022 ,06/06/2022 ,0,8100.0,8101.0
51153,A20263,06/06/2022 ,06/06/2022 ,06/06/2022 ,0,3119.0,3150.0
51155,A20699,06/06/2022 ,06/06/2022 ,06/06/2022 ,0,2835.0,2872.0
51156,A20697,06/06/2022 ,06/06/2022 ,06/06/2022 ,0,2682.0,2716.0
51158,A20670,06/06/2022 ,06/06/2022 ,06/06/2022 ,0,4448.0,4449.0
51162,A21553,06/06/2022 ,06/06/2022 ,06/06/2022 ,0,523.0,556.0
51164,A22122,06/06/2022 ,06/06/2022 ,06/06/2022 ,0,1006.0,1125.0
51165,a21479,06/06/2022 ,06/06/2022 ,06/06/2022 ,0,236.0,352.0
51166,A20262,06/06/2022 ,06/06/2022 ,06/06/2022 ,0,2955.0,3078.0
51167,A18521,06/06/2022 ,06/06/2022 ,06/06/2022 ,0,4488.0,4489.0
51172,a11005,06/06/2022 ,06/06/2022 ,06/06/2022 ,0,13649.0,13650.0
51173,A21372,06/06/2022 ,06/06/2022 ,06/06/2022 ,0,965.0,1015.0
51175,A20429,06/06/2022 ,06/06/2022 ,06/06/2022 ,0,3000.0,3065.0
51176,A20880,06/06/2022 ,06/06/2022 ,06/06/2022 ,0,1934.0,1978.0
51177,A20663,06/06/2022 ,06/06/2022 ,06/06/2022 ,0,1278.0,1322.0
51178,A18127,06/06/2022 ,06/06/2022 ,06/06/2022 ,0,6966.0,7142.0
51179,A18129,06/06/2022 ,06/06/2022 ,06/06/2022 ,0,3479.0,3521.0
51180,A20428,06/06/2022 ,06/06/2022 ,06/06/2022 ,0,1382.0,1422.0
51181,A18519,06/06/2022 ,06/06/2022 ,06/06/2022 ,0,5967.0,5968.0
51182,a21477,06/06/2022 ,06/06/2022 ,06/06/2022 ,0,1170.0,1194.0
51183,A18234,06/06/2022 ,06/06/2022 ,06/06/2022 ,0,16099.0,16099.0
51188,A20134,06/06/2022 ,06/06/2022 ,06/06/2022 ,0,2078.0,2112.0
51189,A19415,06/06/2022 ,06/06/2022 ,06/06/2022 ,0,8275.0,8275.0
51191,A20430,06/06/2022 ,06/06/2022 ,06/06/2022 ,0,1707.0,1717.0
51193,A20875,06/06/2022 ,06/06/2022 ,06/06/2022 ,0,1140.0,1152.0
51194,A21089,06/06/2022 ,06/06/2022 ,06/06/2022 ,0,1730.0,1826.0
51196,A20667,06/06/2022 ,06/06/2022 ,06/06/2022 ,0,4641.0,4641.0
51198,947xra,06/06/2022 ,06/06/2022 ,06/06/2022 ,0,1950.0,1999.0
50636,A19230,06/02/2022 ,06/02/2022 ,06/07/2022 ,5,7520.0,7520.0
50806,A21296,06/03/2022 ,06/03/2022 ,06/07/2022 ,4,825.0,983.0
50875,904xpx,06/04/2022 ,06/05/2022 ,06/07/2022 ,2,14164.0,14164.0
51076,A20434,06/05/2022 ,06/05/2022 ,06/07/2022 ,2,1597.0,1600.0
51077,A18381,06/05/2022 ,06/05/2022 ,06/07/2022 ,2,1990.0,2000.0
51123,A20662,06/06/2022 ,06/06/2022 ,06/07/2022 ,1,4023.0,4091.0
17171,A20668,08/13/2021 ,06/07/2022 ,06/07/2022 ,0,4570.0,4580.0
46000,abc8120,04/30/2022 ,06/07/2022 ,06/07/2022 ,0,14917.0,14925.0
46002,A21094,04/30/2022 ,06/07/2022 ,06/07/2022 ,0,2347.0,2354.0
47318,A20185,05/10/2022 ,06/07/2022 ,06/07/2022 ,0,4496.0,4500.0
47319,A18127,05/10/2022 ,06/07/2022 ,06/07/2022 ,0,7142.0,7150.0
47320,a21634,05/10/2022 ,06/07/2022 ,06/07/2022 ,0,1093.0,1094.0
47321,A20131,05/10/2022 ,06/07/2022 ,06/07/2022 ,0,4770.0,4780.0
49104,A20663,05/22/2022 ,06/07/2022 ,06/07/2022 ,0,1322.0,1325.0
49790,A20667,05/27/2022 ,06/07/2022 ,06/07/2022 ,0,4641.0,4650.0
49999,abcc-57,05/28/2022 ,06/07/2022 ,06/07/2022 ,0,1846.0,1856.0
50000,A15915,05/28/2022 ,06/07/2022 ,06/07/2022 ,0,17070.0,17080.0
50259,D79460,05/30/2022 ,06/07/2022 ,06/07/2022 ,0,0.0,0.0
50260,D 56955,05/30/2022 ,06/07/2022 ,06/07/2022 ,0,0.0,0.0
50261,D 56949,05/30/2022 ,06/07/2022 ,06/07/2022 ,0,0.0,0.0
50262,d73949,05/30/2022 ,06/07/2022 ,06/07/2022 ,0,0.0,0.0
50596,A18519,06/02/2022 ,06/07/2022 ,06/07/2022 ,0,5968.0,5987.0
50597,a20425,06/02/2022 ,06/07/2022 ,06/07/2022 ,0,4000.0,4151.0
50828,A18129,06/04/2022 ,06/07/2022 ,06/07/2022 ,0,3521.0,3527.0
50829,A18144,06/04/2022 ,06/07/2022 ,06/07/2022 ,0,3782.0,3789.0
50832,A18126,06/04/2022 ,06/07/2022 ,06/07/2022 ,0,5625.0,5693.0
50833,A21553,06/04/2022 ,06/07/2022 ,06/07/2022 ,0,556.0,600.0
50944,873XRA,06/04/2022 ,06/07/2022 ,06/07/2022 ,0,1394.0,1516.0
50945,946xra,06/04/2022 ,06/07/2022 ,06/07/2022 ,0,1175.0,1299.0
51086,a11000,06/05/2022 ,06/07/2022 ,06/07/2022 ,0,15470.0,15480.0
51090,A17404,06/06/2022 ,06/07/2022 ,06/07/2022 ,0,5633.0,5677.0
51091,A20428,06/06/2022 ,06/07/2022 ,06/07/2022 ,0,1422.0,1465.0
51093,A18521,06/06/2022 ,06/07/2022 ,06/07/2022 ,0,4489.0,4489.0
51094,632XRA,06/06/2022 ,06/07/2022 ,06/07/2022 ,0,4496.0,4496.0
51124,D76146,06/06/2022 ,06/07/2022 ,06/07/2022 ,0,0.0,0.0
51195,A21089,06/06/2022 ,06/07/2022 ,06/07/2022 ,0,1826.0,1826.0
51201,a21478,06/06/2022 ,06/07/2022 ,06/07/2022 ,0,1037.0,1099.0
51202,A20184,06/06/2022 ,06/07/2022 ,06/07/2022 ,0,4658.0,4660.0
51206,A18234,06/06/2022 ,06/07/2022 ,06/07/2022 ,0,16099.0,16100.0
51207,A20665,06/06/2022 ,06/07/2022 ,06/07/2022 ,0,4060.0,4061.0
51208,abcc-60,06/06/2022 ,06/07/2022 ,06/07/2022 ,0,314400.0,314401.0
51209,A22138,06/06/2022 ,06/07/2022 ,06/07/2022 ,0,13562.0,13562.0
51215,A17575,06/07/2022 ,06/07/2022 ,06/07/2022 ,0,8101.0,8101.0
51216,A20670,06/07/2022 ,06/07/2022 ,06/07/2022 ,0,4450.0,4460.0
51217,a11005,06/07/2022 ,06/07/2022 ,06/07/2022 ,0,13650.0,13651.0
51220,A21552,06/07/2022 ,06/07/2022 ,06/07/2022 ,0,686.0,686.0
51221,A20880,06/07/2022 ,06/07/2022 ,06/07/2022 ,0,1978.0,2047.0
51224,A20261,06/07/2022 ,06/07/2022 ,06/07/2022 ,0,5500.0,5742.0
51225,A20262,06/07/2022 ,06/07/2022 ,06/07/2022 ,0,3078.0,3124.0
51226,A20519,06/07/2022 ,06/07/2022 ,06/07/2022 ,0,2996.0,3041.0
51227,A22122,06/07/2022 ,06/07/2022 ,06/07/2022 ,0,1125.0,1168.0
51228,a21479,06/07/2022 ,06/07/2022 ,06/07/2022 ,0,352.0,395.0
51229,A21091,06/07/2022 ,06/07/2022 ,06/07/2022 ,0,2755.0,2785.0
51231,A09296,06/07/2022 ,06/07/2022 ,06/07/2022 ,0,23639.0,23645.0
51232,A19415,06/07/2022 ,06/07/2022 ,06/07/2022 ,0,8244.0,8245.0
51233,A20134,06/07/2022 ,06/07/2022 ,06/07/2022 ,0,2112.0,2113.0
51241,abcc-52,06/07/2022 ,06/07/2022 ,06/07/2022 ,0,3940.0,3941.0
51243,A20671,06/07/2022 ,06/07/2022 ,06/07/2022 ,0,338471.0,400000.0
51244,A07215,06/07/2022 ,06/07/2022 ,06/07/2022 ,0,32162.0,32165.0
51247,a11003,06/07/2022 ,06/07/2022 ,06/07/2022 ,0,19588.0,19846.0
51248,A21290,06/07/2022 ,06/07/2022 ,06/07/2022 ,0,1195.0,1763.0
51251,D 56951,06/07/2022 ,06/07/2022 ,06/07/2022 ,0,0.0,0.0
51252,D 69794,06/07/2022 ,06/07/2022 ,06/07/2022 ,0,0.0,0.0
51253,A22128,06/07/2022 ,06/07/2022 ,06/07/2022 ,0,1868.0,1870.0
51254,A20521,06/07/2022 ,06/07/2022 ,06/07/2022 ,0,3056.0,3083.0
51255,A17010,06/07/2022 ,06/07/2022 ,06/07/2022 ,0,8520.0,8536.0
51258,A20664,06/07/2022 ,06/07/2022 ,06/07/2022 ,0,4506.0,4507.0
51261,A17841,06/07/2022 ,06/07/2022 ,06/07/2022 ,0,6986.0,6999.0
51262,A21551,06/07/2022 ,06/07/2022 ,06/07/2022 ,0,56.0,70.0
51263,A19027,06/07/2022 ,06/07/2022 ,06/07/2022 ,0,15706.0,15715.0
51264,A20666,06/07/2022 ,06/07/2022 ,06/07/2022 ,0,4302.0,4325.0
51265,A20693,06/07/2022 ,06/07/2022 ,06/07/2022 ,0,3755.0,3768.0
51271,A18128,06/07/2022 ,06/07/2022 ,06/07/2022 ,0,3380.0,3381.0
51272,A17987,06/07/2022 ,06/07/2022 ,06/07/2022 ,0,1671.0,1672.0
51275,A20699,06/07/2022 ,06/07/2022 ,06/07/2022 ,0,2872.0,2873.0
51276,A20135,06/07/2022 ,06/07/2022 ,06/07/2022 ,0,4131.0,4131.0
51277,a21482,06/07/2022 ,06/07/2022 ,06/07/2022 ,0,602.0,603.0
51281,a11002,06/07/2022 ,06/07/2022 ,06/07/2022 ,0,20378.0,20527.0
51284,a09539,06/07/2022 ,06/07/2022 ,06/07/2022 ,0,18496.0,18497.0
51285,A21755,06/07/2022 ,06/07/2022 ,06/07/2022 ,0,34.0,35.0
51286,A18145,06/07/2022 ,06/07/2022 ,06/07/2022 ,0,2773.0,2774.0
51287,A20997,06/07/2022 ,06/07/2022 ,06/07/2022 ,0,1102.0,1103.0
51288,d73950,06/07/2022 ,06/07/2022 ,06/07/2022 ,0,0.0,0.0
51289,d61628,06/07/2022 ,06/07/2022 ,06/07/2022 ,0,0.0,0.0
51293,a21476,06/07/2022 ,06/07/2022 ,06/07/2022 ,0,735.0,740.0
51295,D58366,06/07/2022 ,06/07/2022 ,06/07/2022 ,0,0.0,
51296,D78006,06/07/2022 ,06/07/2022 ,06/07/2022 ,0,0.0,0.0
51304,abcc-53,06/07/2022 ,06/07/2022 ,06/07/2022 ,0,3995.0,3996.0
51305,A20875,06/07/2022 ,06/07/2022 ,06/07/2022 ,0,1152.0,1159.0
